Protein_id,locus_tag,note,length,panortholog
YP_003046306.1,ECB_03121,b3263,180,FALSE
YP_003046307.1,ECB_03122,b3264,663,FALSE
YP_003046308.1,ECB_03123,b3265,1158,FALSE
YP_003046309.1,ECB_03124,b3266,3105,FALSE
YP_003046310.1,ECB_03125,b3267,222,FALSE
YP_003046311.1,ECB_03126,b3268,918,FALSE
YP_003046312.1,ECB_03127,b3269,1182,FALSE
YP_003046313.1,ECB_03128,b3270,1104,FALSE
YP_003046314.1,ECB_03129,b3271,759,TRUE
YP_003046315.1,ECB_03130,b3279,555,TRUE
YP_003046316.1,ECB_03131,b3280,258,FALSE
YP_003046317.1,ECB_03132,b3281,819,FALSE
YP_003046318.1,ECB_03133,b3282,573,TRUE
YP_003046319.1,ECB_03134,b3283,543,FALSE
YP_003046320.1,ECB_03135,b3284,474,TRUE
YP_003046321.1,ECB_03136,b4473,1125,FALSE
YP_003046322.1,ECB_03137,b3287,510,TRUE
YP_003046323.1,ECB_03138,b3288,948,TRUE
YP_003046324.1,ECB_03139,b3289,1290,TRUE
YP_003046325.1,ECB_03140,b3290,1377,FALSE
YP_003046326.1,ECB_03141,b3291,411,TRUE
YP_003046327.1,ECB_03142,b4550,219,FALSE
YP_003046328.1,ECB_03143,b3292,426,TRUE
YP_003046329.1,ECB_03144,b3293,369,TRUE
YP_003046330.1,ECB_03145,b3294,384,TRUE
YP_003046331.1,ECB_03146,b3295,990,TRUE
YP_003046332.1,ECB_03147,b3296,621,TRUE
YP_003046333.1,ECB_03148,b3297,390,TRUE
YP_003046334.1,ECB_03149,b3298,357,TRUE
YP_003046335.1,ECB_03150,b3299,117,FALSE
YP_003046336.1,ECB_03151,b3300,1332,TRUE
YP_003046337.1,ECB_03152,b3301,435,TRUE
YP_003046338.1,ECB_03153,b3302,180,FALSE
YP_003046339.1,ECB_03154,b3303,504,TRUE
YP_003046340.1,ECB_03155,b3304,354,TRUE
YP_003046341.1,ECB_03156,b3305,534,TRUE
YP_003046342.1,ECB_03157,b3306,393,TRUE
YP_003046343.1,ECB_03158,b3307,306,TRUE
YP_003046344.1,ECB_03159,b3308,540,TRUE
YP_003046345.1,ECB_03160,b3309,315,TRUE
YP_003046346.1,ECB_03161,b3310,372,FALSE
YP_003046347.1,ECB_03162,b3311,255,TRUE
YP_003046348.1,ECB_03163,b3312,192,FALSE
YP_003046349.1,ECB_03164,b3313,411,TRUE
YP_003046350.1,ECB_03165,b3314,702,TRUE
YP_003046351.1,ECB_03166,b3315,333,TRUE
YP_003046352.1,ECB_03167,b3316,279,FALSE
YP_003046353.1,ECB_03168,b3317,822,TRUE
YP_003046354.1,ECB_03169,b3318,303,FALSE
YP_003046355.1,ECB_03170,b3319,606,TRUE
YP_003046356.1,ECB_03171,b3320,630,TRUE
YP_003046357.1,ECB_03172,b3321,312,TRUE
YP_003046358.1,ECB_03173,b3322,420,FALSE
YP_003046359.1,ECB_03174,b3323,1470,FALSE
YP_003046360.1,ECB_03175,b3324,816,FALSE
YP_003046361.1,ECB_03176,b3325,1953,FALSE
YP_003046362.1,ECB_03177,b3326,1482,FALSE
YP_003046363.1,ECB_03178,b3327,1197,FALSE
YP_003046364.1,ECB_03179,b3328,438,FALSE
YP_003046365.1,ECB_03180,b3329,510,FALSE
YP_003046366.1,ECB_03181,b3330,378,FALSE
YP_003046367.1,ECB_03182,b3331,588,FALSE
YP_003046368.1,ECB_03183,b3332,984,FALSE
YP_003046369.1,ECB_03184,b3333,1164,FALSE
YP_003046370.1,ECB_03185,b3334,462,FALSE
YP_003046371.1,ECB_03186,b3335,678,FALSE
YP_003046372.1,ECB_03187,b3336,477,FALSE
YP_003046373.1,ECB_03188,b3337,195,FALSE
YP_003046374.1,ECB_03189,b3338,2694,FALSE
YP_003046375.1,ECB_03190,b3339,1185,FALSE
YP_003046376.1,ECB_03191,b3340,2115,TRUE
YP_003046377.1,ECB_03192,b3341,471,TRUE
YP_003046378.1,ECB_03193,b3342,375,TRUE
YP_003046379.1,ECB_03194,b3343,288,TRUE
YP_003046380.1,ECB_03195,b3344,360,TRUE
YP_003046381.1,ECB_03196,b3345,387,FALSE
YP_003046382.1,ECB_03197,b3346,723,TRUE
YP_003046383.1,ECB_03198,b3347,813,TRUE
YP_003046384.1,ECB_03199,b3348,219,FALSE
YP_003046385.1,ECB_03200,b3349,591,TRUE
YP_003046386.1,ECB_03201,b3350,1806,FALSE
YP_003046387.1,ECB_03202,b3351,555,FALSE
YP_003046388.1,ECB_03203,b3352,1914,FALSE
YP_003046389.1,ECB_03204,b3353,1023,TRUE
YP_003046390.1,ECB_03205,b3354,219,FALSE
YP_003046391.1,ECB_03206,b3355,870,TRUE
YP_003046392.1,ECB_03207,b3356,405,TRUE
YP_003046393.1,ECB_03208,b3357,633,TRUE
YP_003046394.1,ECB_03209,b3358,2103,TRUE
YP_003046395.1,ECB_03210,b3359,1221,TRUE
YP_003046396.1,ECB_03211,b3360,564,TRUE
YP_003046397.1,ECB_03212,b3361,603,TRUE
YP_003046398.1,ECB_03213,b3362,168,FALSE
YP_003046399.1,ECB_03214,b3363,573,FALSE
YP_003046400.1,ECB_03215,b3364,1182,TRUE
YP_003046401.1,ECB_03216,b3365,2544,TRUE
YP_003046402.1,ECB_03217,b3366,327,TRUE
YP_003046403.1,ECB_03218,b3367,807,TRUE
YP_003046404.1,ECB_03219,b3368,1374,TRUE
YP_003046405.1,ECB_03220,b3369,168,FALSE
YP_003046406.1,ECB_03221,b3370,1338,FALSE
YP_003046407.1,ECB_03222,b3371,1023,FALSE
YP_003046408.1,ECB_03223,b4474,831,FALSE
YP_003046409.1,ECB_03224,b3374,786,FALSE
YP_003046410.1,ECB_03225,b3375,732,FALSE
YP_003046411.1,ECB_03227,NA,504,FALSE
YP_003046412.1,ECB_03228,NA,276,FALSE
YP_003046413.1,ECB_03229,b3377,1305,FALSE
YP_003046414.1,ECB_03230,b3378,354,FALSE
YP_003046415.1,ECB_03231,b3379,879,FALSE
YP_003046416.1,ECB_03232,b3380,1227,FALSE
YP_003046417.1,ECB_03233,b3381,1164,FALSE
YP_003046418.1,ECB_03234,b3382,363,FALSE
YP_003046419.1,ECB_03235,b3383,906,FALSE
YP_003046420.1,ECB_03236,b3384,1005,TRUE
YP_003046421.1,ECB_03237,b3385,759,TRUE
YP_003046422.1,ECB_03238,b3386,678,TRUE
YP_003046423.1,ECB_03239,b3387,837,TRUE
YP_003046424.1,ECB_03240,b3388,1287,FALSE
YP_003046425.1,ECB_03241,b3389,1089,TRUE
YP_003046426.1,ECB_03242,b3390,522,TRUE
YP_003046427.1,ECB_03243,b3391,1239,TRUE
YP_003046428.1,ECB_03244,b3392,405,FALSE
YP_003046429.1,ECB_03245,b3393,441,FALSE
YP_003046430.1,ECB_03246,b3394,540,TRUE
YP_003046431.1,ECB_03247,b3395,780,FALSE
YP_003046432.1,ECB_03248,b3396,2553,TRUE
YP_003046433.1,ECB_03249,b3397,561,TRUE
YP_003046434.1,ECB_03250,b3398,2136,TRUE
YP_003046435.1,ECB_03251,b3399,669,TRUE
YP_003046436.1,ECB_03252,b3400,402,TRUE
YP_003046437.1,ECB_03253,b3401,879,TRUE
YP_003046438.1,ECB_03254,b3402,1725,TRUE
YP_003046439.1,ECB_03255,b3403,1623,TRUE
YP_003046440.1,ECB_03256,b3404,1353,TRUE
YP_003046441.1,ECB_03257,b3405,720,TRUE
YP_003046442.1,ECB_03258,b3406,477,TRUE
YP_003046443.1,ECB_03259,b3407,2319,TRUE
YP_003046444.1,ECB_03260,b3408,228,FALSE
YP_003046445.1,ECB_03261,b3409,2322,TRUE
YP_003046446.1,ECB_03262,b3410,237,FALSE
YP_003046447.1,ECB_03263,b3411,879,FALSE
YP_003046448.1,ECB_03264,b3412,771,TRUE
YP_003046449.1,ECB_03265,b3413,684,TRUE
YP_003046450.1,ECB_03266,b3414,576,TRUE
YP_003046451.1,ECB_03267,b3415,1317,TRUE
YP_003046452.1,ECB_03268,b3416,2085,TRUE
YP_003046453.1,ECB_03269,b3417,2394,FALSE
YP_003046454.1,ECB_03270,b3418,2706,FALSE
YP_003046455.1,ECB_03271,b4475,1017,TRUE
YP_003046456.1,ECB_03272,b3421,1227,FALSE
YP_003046457.1,ECB_03273,b3422,1599,FALSE
YP_003046458.1,ECB_03274,b3423,759,FALSE
YP_003046459.1,ECB_03275,b3424,831,TRUE
YP_003046460.1,ECB_03276,b3425,327,TRUE
YP_003046461.1,ECB_03277,b3426,1506,FALSE
YP_003046462.1,ECB_03279,NA,993,FALSE
YP_003046463.1,ECB_03280,b3428,2448,FALSE
YP_003046464.1,ECB_03281,b3429,1434,TRUE
YP_003046465.1,ECB_03282,b3430,1317,TRUE
YP_003046466.1,ECB_03283,b3431,1974,TRUE
YP_003046467.1,ECB_03284,b3432,2187,TRUE
YP_003046468.1,ECB_03285,b3433,1104,TRUE
YP_003046469.1,ECB_03286,b3434,594,TRUE
YP_003046470.1,ECB_03287,b4476,1341,TRUE
YP_003046471.1,ECB_03288,b3437,528,TRUE
YP_003046472.1,ECB_03289,b3438,996,TRUE
YP_003046473.1,ECB_03290,b3439,696,TRUE
YP_003046474.1,ECB_03291,b3440,1038,TRUE
YP_003046475.1,ECB_03292,b3441,489,FALSE
YP_003046476.1,ECB_03293,b3442,1179,FALSE
YP_003046477.1,ECB_03294,b3443,492,FALSE
YP_003046478.1,ECB_03295,b3446,285,FALSE
YP_003046479.1,ECB_03296,b3447,1743,TRUE
YP_003046480.1,ECB_03297,b3448,441,TRUE
YP_003046481.1,ECB_03298,b3449,744,TRUE
YP_003046482.1,ECB_03299,b3450,1071,TRUE
YP_003046483.1,ECB_03300,b3451,846,TRUE
YP_003046484.1,ECB_03301,b3452,888,TRUE
YP_003046485.1,ECB_03302,b3453,1317,TRUE
YP_003046486.1,ECB_03303,b3454,714,TRUE
YP_003046487.1,ECB_03304,b3455,768,TRUE
YP_003046488.1,ECB_03305,b3456,1278,TRUE
YP_003046489.1,ECB_03306,b3457,927,TRUE
YP_003046490.1,ECB_03307,b3458,1110,TRUE
YP_003046491.1,ECB_03308,b3459,384,TRUE
YP_003046492.1,ECB_03309,b3460,1104,TRUE
YP_003046493.1,ECB_03310,b3461,855,TRUE
YP_003046494.1,ECB_03311,b3462,1059,TRUE
YP_003046495.1,ECB_03312,b3463,669,TRUE
YP_003046496.1,ECB_03313,b3464,1497,TRUE
YP_003046497.1,ECB_03314,b3465,597,TRUE
YP_003046498.1,ECB_03315,b3466,270,FALSE
YP_003046499.1,ECB_03316,b3467,360,TRUE
YP_003046500.1,ECB_03317,b3468,627,TRUE
YP_003046501.1,ECB_03318,b3469,2199,TRUE
YP_003046502.1,ECB_03319,b3470,246,FALSE
YP_003046503.1,ECB_03320,b3471,666,TRUE
YP_003046504.1,ECB_03321,b3472,558,TRUE
YP_003046505.1,ECB_03322,b3473,1218,TRUE
YP_003046506.1,ECB_03323,b3474,1050,TRUE
YP_003046507.1,ECB_03324,b3475,588,TRUE
YP_003046508.1,ECB_03325,b3476,1575,TRUE
YP_003046509.1,ECB_03326,b3477,945,TRUE
YP_003046510.1,ECB_03327,b3478,834,TRUE
YP_003046511.1,ECB_03328,b3479,765,FALSE
YP_003046512.1,ECB_03329,b3480,807,FALSE
YP_003046513.1,ECB_03330,b3481,402,TRUE
YP_003046514.1,ECB_03331,b3482,4236,FALSE
YP_003046515.1,ECB_03332,b3483,384,FALSE
YP_003046516.1,ECB_03334,b3484,1137,FALSE
YP_003046517.1,ECB_03335,b3485,1125,TRUE
YP_003046518.1,ECB_03336,b3486,2736,FALSE
YP_003046519.1,ECB_03337,b3487,1068,FALSE
YP_003046520.1,ECB_03338,b3488,1623,FALSE
YP_003046521.1,ECB_03339,b3489-b3490,1608,FALSE
YP_003046522.1,ECB_03340,b3491,1053,FALSE
YP_003046523.1,ECB_03341,b3492,1203,TRUE
YP_003046524.1,ECB_03342,b3493,1500,FALSE
YP_003046525.1,ECB_03343,b3494,336,TRUE
YP_003046526.1,ECB_03344,b3495,435,TRUE
YP_003046527.1,ECB_03345,b3496,1470,TRUE
YP_003046528.1,ECB_03346,b3497,753,TRUE
YP_003046529.1,ECB_03347,b3498,2043,TRUE
YP_003046530.1,ECB_03348,b3499,843,TRUE
YP_003046531.1,ECB_03349,b3500,1353,TRUE
YP_003046532.1,ECB_03350,b3501,354,FALSE
YP_003046533.1,ECB_03351,b3502,1290,FALSE
YP_003046534.1,ECB_03352,b3503,426,TRUE
YP_003046535.1,ECB_03353,b3504,1224,FALSE
YP_003046536.1,ECB_03354,b3506,567,FALSE
YP_003046537.1,ECB_03355,b3507,531,TRUE
YP_003046538.1,ECB_03356,b3508,648,TRUE
YP_003046539.1,ECB_03357,b3509,327,TRUE
YP_003046540.1,ECB_03358,b3510,333,TRUE
YP_003046541.1,ECB_03359,b3511,573,TRUE
YP_003046542.1,ECB_03360,b3512,528,FALSE
YP_003046543.1,ECB_03361,b3513,1158,TRUE
YP_003046544.1,ECB_03362,b3514,3114,FALSE
YP_003046545.1,ECB_03363,b3515,729,TRUE
YP_003046546.1,ECB_03364,b3516,825,FALSE
YP_003046547.1,ECB_03365,b3517,1401,FALSE
YP_003046548.1,ECB_03366,b3518,1398,FALSE
YP_003046549.1,ECB_03367,b3519,1650,TRUE
YP_003046550.1,ECB_03368,b3520,603,TRUE
YP_003046551.1,ECB_03369,b3521,972,TRUE
YP_003046552.1,ECB_03370,b3522,1014,TRUE
YP_003046553.1,ECB_03371,b3523,1323,TRUE
YP_003046554.1,ECB_03372,b3524,2076,TRUE
YP_003046555.1,ECB_03373,b3525,768,TRUE
YP_003046556.1,ECB_03374,b3526,930,TRUE
YP_003046557.1,ECB_03375,b3527,1497,TRUE
YP_003046558.1,ECB_03376,b3528,1287,FALSE
YP_003046559.1,ECB_03377,b3529,1950,TRUE
YP_003046560.1,ECB_03378,b3530,3474,FALSE
YP_003046561.1,ECB_03379,b3531,1107,FALSE
YP_003046562.1,ECB_03380,b3532,2340,FALSE
YP_003046563.1,ECB_03381,b3533,2619,FALSE
YP_003046564.1,ECB_03383,b3535,189,FALSE
YP_003046565.1,ECB_03384,b3536,1572,FALSE
YP_003046566.1,ECB_03385,b3537,189,FALSE
YP_003046567.1,ECB_03386,b3538,1680,FALSE
YP_003046568.1,ECB_03387,b4453,108,FALSE
YP_003046569.1,ECB_03388,b4453,108,FALSE
YP_003046570.1,ECB_03389,b4453,108,FALSE
YP_003046571.1,ECB_03390,b3539,1272,FALSE
YP_003046572.1,ECB_03391,b3540,1005,FALSE
YP_003046573.1,ECB_03392,b3541,984,FALSE
YP_003046574.1,ECB_03393,b3542,903,TRUE
YP_003046575.1,ECB_03394,b3543,1020,TRUE
YP_003046576.1,ECB_03395,b3544,1608,TRUE
YP_003046577.1,ECB_03396,b3546,1692,TRUE
YP_003046578.1,ECB_03397,b3547,1209,TRUE
YP_003046579.1,ECB_03398,b3548,699,FALSE
YP_003046580.1,ECB_03399,b3549,564,FALSE
YP_003046581.1,ECB_03400,b3550,441,TRUE
YP_003046582.1,ECB_03401,b3551,2280,FALSE
YP_003046583.1,ECB_03402,b3552,660,TRUE
YP_003046584.1,ECB_03403,b3553,975,TRUE
YP_003046585.1,ECB_03404,b3554,711,TRUE
YP_003046586.1,ECB_03405,b3555,291,FALSE
YP_003046587.1,ECB_03406,b3556,213,FALSE
YP_003046588.1,ECB_03407,b4455,153,FALSE
YP_003046589.1,ECB_03408,NA,522,FALSE
YP_003046590.1,ECB_03409,NA,852,FALSE
YP_003046591.1,ECB_03410,b3559,2070,TRUE
YP_003046592.1,ECB_03411,b3560,912,FALSE
YP_003046593.1,ECB_03412,b4553,300,FALSE
YP_003046594.1,ECB_03413,b3561,996,FALSE
YP_003046595.1,ECB_03414,b3562,438,FALSE
YP_003046596.1,ECB_03415,b3563,342,FALSE
YP_003046597.1,ECB_03416,b3564,1455,FALSE
YP_003046598.1,ECB_03417,b3565,1323,FALSE
YP_003046599.1,ECB_03418,b3566,993,TRUE
YP_003046600.1,ECB_03420,b3568,1182,TRUE
YP_003046601.1,ECB_03421,b3569,1179,FALSE
YP_003046602.1,ECB_03422,b3570,825,TRUE
YP_003046603.1,ECB_03423,b3571,2031,FALSE
YP_003046604.1,ECB_03424,b3572,1254,TRUE
YP_003046605.1,ECB_03425,b3573,474,TRUE
YP_003046606.1,ECB_03426,b3574,849,FALSE
YP_003046607.1,ECB_03427,b3575,999,FALSE
YP_003046608.1,ECB_03428,b3576,468,FALSE
YP_003046609.1,ECB_03429,b3577,474,FALSE
YP_003046610.1,ECB_03430,b3578,1278,FALSE
YP_003046611.1,ECB_03431,b3579,987,FALSE
YP_003046612.1,ECB_03432,b3580,1497,FALSE
YP_003046613.1,ECB_03433,b3581,663,FALSE
YP_003046614.1,ECB_03434,b3582,861,FALSE
YP_003046615.1,ECB_03435,b3583,696,FALSE
YP_003046616.1,ECB_03436,NA,816,FALSE
YP_003046617.1,ECB_03437,NA,1401,FALSE
YP_003046618.1,ECB_03438,NA,1980,FALSE
YP_003046619.1,ECB_03439,b3584,741,FALSE
YP_003046620.1,ECB_03440,b3585,975,FALSE
YP_003046621.1,ECB_03441,b3586,1137,FALSE
YP_003046622.1,ECB_03442,b3587,324,FALSE
YP_003046623.1,ECB_03443,b3588,1539,FALSE
YP_003046624.1,ECB_03444,b3589,1152,TRUE
YP_003046625.1,ECB_03445,b3590,1845,TRUE
YP_003046626.1,ECB_03446,b3591,1392,FALSE
YP_003046627.1,ECB_03447,b3592,609,FALSE
YP_003046628.1,ECB_03448,b3593,4134,FALSE
YP_003046629.1,ECB_03449,b3594,843,FALSE
YP_003046630.1,ECB_03450,b3595,945,FALSE
YP_003046631.1,ECB_03451,b3596,462,FALSE
YP_003046632.1,ECB_03452,b3597,1137,FALSE
YP_003046633.1,ECB_03453,b3598,363,TRUE
YP_003046634.1,ECB_03454,b3599,1914,TRUE
YP_003046635.1,ECB_03455,b3600,1149,TRUE
YP_003046636.1,ECB_03456,b3601,588,TRUE
YP_003046637.1,ECB_03457,b4554,210,FALSE
YP_003046638.1,ECB_03458,b3602,363,FALSE
YP_003046639.1,ECB_03459,NA,684,FALSE
YP_003046640.1,ECB_03460,NA,4851,FALSE
YP_003046641.1,ECB_03461,b3603,1656,TRUE
YP_003046642.1,ECB_03462,b3604,777,TRUE
YP_003046643.1,ECB_03463,b3605,1191,TRUE
YP_003046644.1,ECB_03464,b3606,474,TRUE
YP_003046645.1,ECB_03465,b3607,822,TRUE
YP_003046646.1,ECB_03466,b3608,1020,TRUE
YP_003046647.1,ECB_03467,b3609,468,TRUE
YP_003046648.1,ECB_03468,b3610,252,FALSE
YP_003046649.1,ECB_03469,b3611,432,TRUE
YP_003046650.1,ECB_03470,b3612,1545,TRUE
YP_003046651.1,ECB_03471,b3613,1260,TRUE
YP_003046652.1,ECB_03472,b3614,960,TRUE
YP_003046653.1,ECB_03473,b3615,1035,FALSE
YP_003046654.1,ECB_03474,b3616,1026,TRUE
YP_003046655.1,ECB_03475,b3617,1197,TRUE
YP_003046656.1,ECB_03476,b3619,933,TRUE
YP_003046657.1,ECB_03477,b3620,1047,TRUE
YP_003046658.1,ECB_03478,b3621,981,TRUE
YP_003046659.1,ECB_03479,NA,1254,FALSE
YP_003046660.1,ECB_03480,NA,984,FALSE
YP_003046661.1,ECB_03481,NA,1026,FALSE
YP_003046662.1,ECB_03482,NA,549,FALSE
YP_003046663.1,ECB_03484,NA,504,FALSE
YP_003046664.1,ECB_03485,NA,276,FALSE
YP_003046665.1,ECB_03486,NA,1017,FALSE
YP_003046666.1,ECB_03487,b3630,807,TRUE
YP_003046667.1,ECB_03488,b3631,1125,TRUE
YP_003046668.1,ECB_03489,b3632,1059,TRUE
YP_003046669.1,ECB_03490,b3633,1278,TRUE
YP_003046670.1,ECB_03491,b3634,480,FALSE
YP_003046671.1,ECB_03492,b3635,810,TRUE
YP_003046672.1,ECB_03493,b3636,168,FALSE
YP_003046673.1,ECB_03494,b3637,237,FALSE
YP_003046674.1,ECB_03495,b3638,669,TRUE
YP_003046675.1,ECB_03496,b3639,1221,TRUE
YP_003046676.1,ECB_03497,b3640,456,TRUE
YP_003046677.1,ECB_03498,b3641,597,TRUE
YP_003046678.1,ECB_03499,b3642,642,TRUE
YP_003046679.1,ECB_03500,b3643,717,FALSE
YP_003046680.1,ECB_03501,b3644,864,TRUE
YP_003046681.1,ECB_03502,b3645,837,FALSE
YP_003046682.1,ECB_03503,b3646,618,TRUE
YP_003046683.1,ECB_03504,b3647,1683,TRUE
YP_003046684.1,ECB_03505,b3648,624,TRUE
YP_003046685.1,ECB_03506,b3649,276,TRUE
YP_003046686.1,ECB_03507,b3650,2109,TRUE
YP_003046687.1,ECB_03508,b3651,690,TRUE
YP_003046688.1,ECB_03509,b3652,2082,TRUE
YP_003046689.1,ECB_03510,NA,795,FALSE
YP_003046690.1,ECB_03511,b3653,1206,TRUE
YP_003046691.1,ECB_03512,b3654,1392,TRUE
YP_003046692.1,ECB_03513,b3655,1710,TRUE
YP_003046693.1,ECB_03514,b3656,2319,FALSE
YP_003046694.1,ECB_03515,b3657,1383,FALSE
YP_003046695.1,ECB_03516,NA,1185,FALSE
YP_003046696.1,ECB_03517,NA,1044,FALSE
YP_003046697.1,ECB_03518,NA,231,FALSE
YP_003046698.1,ECB_03519,NA,1095,FALSE
YP_003046699.1,ECB_03520,NA,1359,FALSE
YP_003046700.1,ECB_03521,NA,2388,FALSE
YP_003046701.1,ECB_03522,NA,486,FALSE
YP_003046702.1,ECB_03523,NA,1164,FALSE
YP_003046703.1,ECB_03524,NA,348,FALSE
YP_003046704.1,ECB_03525,NA,339,FALSE
YP_003046705.1,ECB_03526,NA,156,FALSE
YP_003046706.1,ECB_03527,NA,303,FALSE
YP_003046707.1,ECB_03530,NA,255,FALSE
YP_003046708.1,ECB_03531,NA,3498,FALSE
YP_003046709.1,ECB_03532,NA,414,FALSE
YP_003046710.1,ECB_03533,NA,183,FALSE
YP_003046711.1,ECB_03534,NA,147,FALSE
YP_003046712.1,ECB_03535,b4505,357,FALSE
YP_003046713.1,ECB_03536,NA,1125,FALSE
YP_003046714.1,ECB_03537,NA,366,FALSE
YP_003046715.1,ECB_03538,NA,489,FALSE
YP_003046716.1,ECB_03539,NA,243,FALSE
YP_003046717.1,ECB_03540,NA,846,FALSE
YP_003046718.1,ECB_03541,NA,150,FALSE
YP_003046719.1,ECB_03542,b3659,1185,FALSE
YP_003046720.1,ECB_03543,b3660,924,FALSE
YP_003046721.1,ECB_03544,b3661,819,FALSE
YP_003046722.1,ECB_03545,b4555,294,FALSE
YP_003046723.1,ECB_03546,b3662,1356,FALSE
YP_003046724.1,ECB_03547,b3663,453,TRUE
YP_003046725.1,ECB_03548,b3664,1335,FALSE
YP_003046726.1,ECB_03549,b3665,1767,FALSE
YP_003046727.1,ECB_03550,b3666,1392,TRUE
YP_003046728.1,ECB_03551,b3667,1320,TRUE
YP_003046729.1,ECB_03552,b3668,1503,TRUE
YP_003046730.1,ECB_03553,b3669,591,TRUE
YP_003046731.1,ECB_03554,b3670,291,FALSE
YP_003046732.1,ECB_03555,b3671,1689,TRUE
YP_003046733.1,ECB_03556,b3672,99,FALSE
YP_003046734.1,ECB_03557,b3673,1185,TRUE
YP_003046735.1,ECB_03558,b3674,498,TRUE
YP_003046736.1,ECB_03559,b3675,363,TRUE
YP_003046737.1,ECB_03560,b3676,348,TRUE
YP_003046738.1,ECB_03561,b3677,450,FALSE
YP_003046739.1,ECB_03562,b3678,1494,FALSE
YP_003046740.1,ECB_03563,b3679,1716,FALSE
YP_003046741.1,ECB_03564,b3680,924,FALSE
YP_003046742.1,ECB_03565,b3681,1323,FALSE
YP_003046743.1,ECB_03566,b3682-b3683,1617,FALSE
YP_003046744.1,ECB_03568,b3685,1662,TRUE
YP_003046745.1,ECB_03569,b3686,402,TRUE
YP_003046746.1,ECB_03570,b3687,414,TRUE
YP_003046747.1,ECB_03571,b3688,333,FALSE
YP_003046748.1,ECB_03572,b3689,1215,TRUE
YP_003046749.1,ECB_03573,b3690,1065,FALSE
YP_003046750.1,ECB_03574,b3691,1293,FALSE
YP_003046751.1,ECB_03575,b4478,1149,FALSE
YP_003046752.1,ECB_03576,b4477,618,FALSE
YP_003046753.1,ECB_03577,b3693,879,FALSE
YP_003046754.1,ECB_03578,b4479,690,FALSE
YP_003046755.1,ECB_03579,b3696,657,FALSE
YP_003046756.1,ECB_03580,b3697,813,TRUE
YP_003046757.1,ECB_03581,b3698,399,TRUE
YP_003046758.1,ECB_03582,b3699,2415,FALSE
YP_003046759.1,ECB_03583,b3700,1074,TRUE
YP_003046760.1,ECB_03584,b3701,1101,TRUE
YP_003046761.1,ECB_03585,b3702,1404,FALSE
YP_003046762.1,ECB_03586,b3703,141,FALSE
YP_003046763.1,ECB_03587,b3704,360,TRUE
YP_003046764.1,ECB_03588,b4557,258,FALSE
YP_003046765.1,ECB_03589,b3705,1647,TRUE
YP_003046766.1,ECB_03590,b3706,1365,TRUE
YP_003046767.1,ECB_03591,b3707,75,FALSE
YP_003046768.1,ECB_03592,b3708,1416,TRUE
YP_003046769.1,ECB_03593,b3709,1248,FALSE
YP_003046770.1,ECB_03594,b3710,1176,TRUE
YP_003046771.1,ECB_03595,b3711,960,TRUE
YP_003046772.1,ECB_03596,b3712,762,FALSE
YP_003046773.1,ECB_03597,b3713,567,TRUE
YP_003046774.1,ECB_03598,b3714,1338,TRUE
YP_003046775.1,ECB_03599,b3715,666,FALSE
YP_003046776.1,ECB_03600,b3716,474,FALSE
YP_003046777.1,ECB_03601,b3717,588,FALSE
YP_003046778.1,ECB_03602,b3718,723,FALSE
YP_003046779.1,ECB_03603,b3719,1197,FALSE
YP_003046780.1,ECB_03604,b3720,1617,FALSE
YP_003046781.1,ECB_03605,b3721,1395,FALSE
YP_003046782.1,ECB_03606,b3722,1878,FALSE
YP_003046783.1,ECB_03607,b3723,837,FALSE
YP_003046784.1,ECB_03608,b3724,726,TRUE
YP_003046785.1,ECB_03609,b3725,774,TRUE
YP_003046786.1,ECB_03610,b3726,891,TRUE
YP_003046787.1,ECB_03611,b3727,960,TRUE
YP_003046788.1,ECB_03612,b3728,1041,TRUE
YP_003046789.1,ECB_03613,b3729,1830,FALSE
YP_003046790.1,ECB_03614,b3730,1371,TRUE
YP_003046791.1,ECB_03615,b3731,420,FALSE
YP_003046792.1,ECB_03616,b3732,1383,TRUE
YP_003046793.1,ECB_03617,b3733,864,TRUE
YP_003046794.1,ECB_03618,b3734,1542,FALSE
YP_003046795.1,ECB_03619,b3735,534,FALSE
YP_003046796.1,ECB_03620,b3736,471,FALSE
YP_003046797.1,ECB_03621,b3737,240,FALSE
YP_003046798.1,ECB_03622,b3738,816,TRUE
YP_003046799.1,ECB_03623,b3739,381,TRUE
YP_003046800.1,ECB_03625,b3741,1890,TRUE
YP_003046801.1,ECB_03626,b3742,444,TRUE
YP_003046802.1,ECB_03627,b3743,459,TRUE
YP_003046803.1,ECB_03628,b3744,993,TRUE
YP_003046804.1,ECB_03629,b3745,1452,TRUE
YP_003046805.1,ECB_03630,b3746,1497,FALSE
YP_003046806.1,ECB_03631,b3747,1869,TRUE
YP_003046807.1,ECB_03632,NA,522,FALSE
YP_003046808.1,ECB_03633,NA,852,FALSE
YP_003046809.1,ECB_03634,b3748,420,FALSE
YP_003046810.1,ECB_03635,b3749,1506,TRUE
YP_003046811.1,ECB_03636,b3750,966,FALSE
YP_003046812.1,ECB_03637,b3751,891,FALSE
YP_003046813.1,ECB_03638,b3752,930,FALSE
YP_003046814.1,ECB_03639,b3753,993,FALSE
YP_003046815.1,ECB_03640,b3754,1428,FALSE
YP_003046816.1,ECB_03641,b3755,693,TRUE
