lcl|NC_012967.1_cdsid_YP_003047245.1	lcl|NC_003197.1_prot_NP_463288.1_4286
lcl|NC_012967.1_cdsid_YP_003046593.1	lcl|NC_003197.1_prot_NP_462557.1_3557
lcl|NC_012967.1_cdsid_YP_003043980.1	lcl|NC_003197.1_prot_NP_459796.1_785
lcl|NC_012967.1_cdsid_YP_003045577.1	lcl|NC_003197.1_prot_NP_461430.1_2431
lcl|NC_012967.1_cdsid_YP_003046328.1	lcl|NC_003197.1_prot_NP_462316.1_3317
lcl|NC_012967.1_cdsid_YP_003044070.1	lcl|NC_003197.1_prot_NP_459847.1_836
lcl|NC_012967.1_cdsid_YP_003044899.1	lcl|NC_003197.1_prot_NP_460284.1_1288
lcl|NC_012967.1_cdsid_YP_003046237.1	lcl|NC_003197.1_prot_NP_462215.1_3215
lcl|NC_012967.1_cdsid_YP_003046114.1	lcl|NC_003197.1_prot_NP_462122.1_3122
lcl|NC_012967.1_cdsid_YP_003047416.1	lcl|NC_003197.1_prot_NP_463422.1_4417
lcl|NC_012967.1_cdsid_YP_003046758.1	lcl|NC_003197.1_prot_NP_462735.1_3733
lcl|NC_012967.1_cdsid_YP_003046820.1	lcl|NC_003197.1_prot_NP_462791.1_3789
lcl|NC_012967.1_cdsid_YP_003044071.1	lcl|NC_003197.1_prot_NP_459848.1_837
lcl|NC_012967.1_cdsid_YP_003045941.1	lcl|NC_003197.1_prot_NP_461981.1_2982
lcl|NC_012967.1_cdsid_YP_003044630.1	lcl|NC_003197.1_prot_NP_460541.1_1544
lcl|NC_012967.1_cdsid_YP_003046740.1	lcl|NC_003197.1_prot_NP_460100.1_1099
lcl|NC_012967.1_cdsid_YP_003044022.1	lcl|NC_003197.1_prot_YP_006892380.1_827
lcl|NC_012967.1_cdsid_YP_003045558.1	lcl|NC_003197.1_prot_NP_461421.1_2422
lcl|NC_012967.1_cdsid_YP_003047291.1	lcl|NC_003197.1_prot_NP_463333.1_4327
lcl|NC_012967.1_cdsid_YP_003046801.1	lcl|NC_003197.1_prot_NP_462774.1_3772
lcl|NC_012967.1_cdsid_YP_003043764.1	lcl|NC_003197.1_prot_NP_459574.1_566
lcl|NC_012967.1_cdsid_YP_003046484.1	lcl|NC_003197.1_prot_NP_462457.1_3457
lcl|NC_012967.1_cdsid_YP_003046454.1	lcl|NC_003197.1_prot_NP_462418.1_3419
lcl|NC_012967.1_cdsid_YP_003045919.1	lcl|NC_003197.1_prot_NP_461965.1_2966
lcl|NC_012967.1_cdsid_YP_003045597.1	lcl|NC_003197.1_prot_NP_461458.1_2457
lcl|NC_012967.1_cdsid_YP_003043801.1	lcl|NC_003197.1_prot_NP_459610.1_602
lcl|NC_012967.1_cdsid_YP_003044027.1	lcl|NC_003197.1_prot_NP_459843.1_832
lcl|NC_012967.1_cdsid_YP_003045331.1	lcl|NC_003197.1_prot_NP_461206.1_2205
lcl|NC_012967.1_cdsid_YP_003046800.1	lcl|NC_003197.1_prot_NP_462773.1_3771
lcl|NC_012967.1_cdsid_YP_003043588.1	lcl|NC_003197.1_prot_NP_459411.1_406
lcl|NC_012967.1_cdsid_YP_003047383.1	lcl|NC_003197.1_prot_NP_460072.1_1071
lcl|NC_012967.1_cdsid_YP_003044249.1	lcl|NC_003197.1_prot_NP_460107.1_1107
lcl|NC_012967.1_cdsid_YP_003045546.1	lcl|NC_003197.1_prot_NP_461408.1_2409
lcl|NC_012967.1_cdsid_YP_003047286.1	lcl|NC_003197.1_prot_NP_460632.1_1633
lcl|NC_012967.1_cdsid_YP_003045982.1	lcl|NC_003197.1_prot_NP_462029.1_3029
lcl|NC_012967.1_cdsid_YP_003044060.1	lcl|NC_003197.1_prot_NP_461637.1_2636
lcl|NC_012967.1_cdsid_YP_003045595.1	lcl|NC_003197.1_prot_NP_461456.1_2455
lcl|NC_012967.1_cdsid_YP_003047274.1	lcl|NC_003197.1_prot_NP_463312.1_4306
lcl|NC_012967.1_cdsid_YP_003043692.1	lcl|NC_003197.1_prot_NP_459522.1_516
lcl|NC_012967.1_cdsid_YP_003043462.1	lcl|NC_003197.1_prot_NP_459316.1_313
lcl|NC_012967.1_cdsid_YP_003045633.1	lcl|NC_003197.1_prot_NP_461490.1_2489
lcl|NC_012967.1_cdsid_YP_003046349.1	lcl|NC_003197.1_prot_NP_462337.1_3338
lcl|NC_012967.1_cdsid_YP_003045097.1	lcl|NC_003197.1_prot_NP_460962.1_1960
lcl|NC_012967.1_cdsid_YP_003045411.1	lcl|NC_003197.1_prot_NP_461277.1_2276
lcl|NC_012967.1_cdsid_YP_003046379.1	lcl|NC_003197.1_prot_NP_462353.1_3354
lcl|NC_012967.1_cdsid_YP_003046415.1	lcl|NC_003197.1_prot_NP_462451.1_3451
lcl|NC_012967.1_cdsid_YP_003046073.1	lcl|NC_003197.1_prot_NP_462083.1_3084
lcl|NC_012967.1_cdsid_YP_003045305.1	lcl|NC_003197.1_prot_NP_461165.1_2164
lcl|NC_012967.1_cdsid_YP_003043628.1	lcl|NC_003197.1_prot_NP_459458.1_452
lcl|NC_012967.1_cdsid_YP_003046692.1	lcl|NC_003197.1_prot_NP_462648.1_3648
lcl|NC_012967.1_cdsid_YP_003043837.1	lcl|NC_003197.1_prot_NP_459653.1_643
lcl|NC_012967.1_cdsid_YP_003045338.1	lcl|NC_003197.1_prot_NP_461213.1_2212
lcl|NC_012967.1_cdsid_YP_003044088.1	lcl|NC_003197.1_prot_NP_459868.1_857
lcl|NC_012967.1_cdsid_YP_003043904.1	lcl|NC_003197.1_prot_NP_459722.1_712
lcl|NC_012967.1_cdsid_YP_003046472.1	lcl|NC_003197.1_prot_NP_462444.1_3444
lcl|NC_012967.1_cdsid_YP_003043807.1	lcl|NC_003197.1_prot_NP_459616.1_608
lcl|NC_012967.1_cdsid_YP_003044558.1	lcl|NC_003197.1_prot_NP_460434.1_1437
lcl|NC_012967.1_cdsid_YP_003043592.1	lcl|NC_003197.1_prot_NP_459415.1_410
lcl|NC_012967.1_cdsid_YP_003045787.1	lcl|NC_003197.1_prot_NP_461852.1_2850
lcl|NC_012967.1_cdsid_YP_003044615.1	lcl|NC_003197.1_prot_NP_460548.1_1551
lcl|NC_012967.1_cdsid_YP_003046975.1	lcl|NC_003197.1_prot_NP_462944.1_3941
lcl|NC_012967.1_cdsid_YP_003043643.1	lcl|NC_003197.1_prot_NP_459475.1_469
lcl|NC_012967.1_cdsid_YP_003045674.1	lcl|NC_003197.1_prot_NP_461594.1_2595
lcl|NC_012967.1_cdsid_YP_003045943.1	lcl|NC_003197.1_prot_NP_461983.1_2984
lcl|NC_012967.1_cdsid_YP_003043979.1	lcl|NC_003197.1_prot_NP_459795.1_784
lcl|NC_012967.1_cdsid_YP_003043325.1	lcl|NC_003197.1_prot_NP_459138.1_134
lcl|NC_012967.1_cdsid_YP_003044076.1	lcl|NC_003197.1_prot_NP_459853.1_842
lcl|NC_012967.1_cdsid_YP_003046802.1	lcl|NC_003197.1_prot_NP_462775.1_3773
lcl|NC_012967.1_cdsid_YP_003045014.1	lcl|NC_003197.1_prot_NP_460837.1_1836
lcl|NC_012967.1_cdsid_YP_003043902.1	lcl|NC_003197.1_prot_NP_459720.1_710
lcl|NC_012967.1_cdsid_YP_003043577.1	lcl|NC_003197.1_prot_NP_459395.1_391
lcl|NC_012967.1_cdsid_YP_003044011.1	lcl|NC_003197.1_prot_NP_459822.1_811
lcl|NC_012967.1_cdsid_YP_003046108.1	lcl|NC_003197.1_prot_NP_462116.1_3116
lcl|NC_012967.1_cdsid_YP_003044931.1	lcl|NC_003197.1_prot_NP_460262.1_1266
lcl|NC_012967.1_cdsid_YP_003046848.1	lcl|NC_003197.1_prot_NP_462820.1_3818
lcl|NC_012967.1_cdsid_YP_003047054.1	lcl|NC_003197.1_prot_NP_463043.1_4041
lcl|NC_012967.1_cdsid_YP_003045000.1	lcl|NC_003197.1_prot_NP_460803.1_1804
lcl|NC_012967.1_cdsid_YP_003045047.1	lcl|NC_003197.1_prot_NP_460870.1_1869
lcl|NC_012967.1_cdsid_YP_003043447.1	lcl|NC_003197.1_prot_NP_459309.1_305
lcl|NC_012967.1_cdsid_YP_003045605.1	lcl|NC_003197.1_prot_NP_461471.1_2470
lcl|NC_012967.1_cdsid_YP_003047414.1	lcl|NC_003197.1_prot_NP_463420.1_4415
lcl|NC_012967.1_cdsid_YP_003047233.1	lcl|NC_003197.1_prot_NP_463247.1_4246
lcl|NC_012967.1_cdsid_YP_003046843.1	lcl|NC_003197.1_prot_NP_462815.1_3813
lcl|NC_012967.1_cdsid_YP_003046293.1	lcl|NC_003197.1_prot_NP_462282.1_3282
lcl|NC_012967.1_cdsid_YP_003046893.1	lcl|NC_003197.1_prot_NP_461714.1_2711
lcl|NC_012967.1_cdsid_YP_003045705.1	lcl|NC_003197.1_prot_NP_461716.1_2713
lcl|NC_012967.1_cdsid_YP_003045304.1	lcl|NC_003197.1_prot_NP_461164.1_2163
lcl|NC_012967.1_cdsid_YP_003044327.1	lcl|NC_003197.1_prot_NP_460185.1_1187
lcl|NC_012967.1_cdsid_YP_003046852.1	lcl|NC_003197.1_prot_NP_462822.1_3820
lcl|NC_012967.1_cdsid_YP_003047166.1	lcl|NC_003197.1_prot_NP_463168.1_4166
lcl|NC_012967.1_cdsid_YP_003046324.1	lcl|NC_003197.1_prot_NP_462312.1_3313
lcl|NC_012967.1_cdsid_YP_003047174.1	lcl|NC_003197.1_prot_NP_461492.1_2491
lcl|NC_012967.1_cdsid_YP_003045354.1	lcl|NC_003197.1_prot_NP_461220.1_2219
lcl|NC_012967.1_cdsid_YP_003044462.1	lcl|NC_003197.1_prot_NP_460673.1_1675
lcl|NC_012967.1_cdsid_YP_003043607.1	lcl|NC_003197.1_prot_NP_459437.1_431
lcl|NC_012967.1_cdsid_YP_003046602.1	lcl|NC_003197.1_prot_NP_462563.1_3563
lcl|NC_012967.1_cdsid_YP_003044340.1	lcl|NC_003197.1_prot_NP_460195.1_1197
lcl|NC_012967.1_cdsid_YP_003043597.1	lcl|NC_003197.1_prot_NP_459420.1_415
lcl|NC_012967.1_cdsid_YP_003044267.1	lcl|NC_003197.1_prot_NP_460125.1_1125
lcl|NC_012967.1_cdsid_YP_003043393.1	lcl|NC_003197.1_prot_NP_459218.1_214
lcl|NC_012967.1_cdsid_YP_003044898.1	lcl|NC_003197.1_prot_NP_460285.1_1289
lcl|NC_012967.1_cdsid_YP_003046507.1	lcl|NC_003197.1_prot_NP_462484.1_3484
lcl|NC_012967.1_cdsid_YP_003043258.1	lcl|NC_003197.1_prot_NP_459049.1_45
lcl|NC_012967.1_cdsid_YP_003044038.1	lcl|NC_003197.1_prot_NP_461662.1_2661
lcl|NC_012967.1_cdsid_YP_003043718.1	lcl|NC_003197.1_prot_NP_460612.1_1613
lcl|NC_012967.1_cdsid_YP_003044131.1	lcl|NC_003197.1_prot_NP_459954.1_950
lcl|NC_012967.1_cdsid_YP_003043283.1	lcl|NC_003197.1_prot_NP_459094.1_90
lcl|NC_012967.1_cdsid_YP_003045033.1	lcl|NC_003197.1_prot_NP_460857.1_1856
lcl|NC_012967.1_cdsid_YP_003045616.1	lcl|NC_003197.1_prot_NP_461482.1_2481
lcl|NC_012967.1_cdsid_YP_003044631.1	lcl|NC_003197.1_prot_NP_460539.1_1542
lcl|NC_012967.1_cdsid_YP_003043328.1	lcl|NC_003197.1_prot_NP_459141.1_137
lcl|NC_012967.1_cdsid_YP_003044150.1	lcl|NC_003197.1_prot_NP_459973.1_969
lcl|NC_012967.1_cdsid_YP_003043919.1	lcl|NC_003197.1_prot_NP_459734.1_724
lcl|NC_012967.1_cdsid_YP_003047232.1	lcl|NC_003197.1_prot_NP_463246.1_4245
lcl|NC_012967.1_cdsid_YP_003046444.1	lcl|NC_003197.1_prot_NP_462408.1_3409
lcl|NC_012967.1_cdsid_YP_003044531.1	lcl|NC_003197.1_prot_NP_460613.1_1614
lcl|NC_012967.1_cdsid_YP_003046307.1	lcl|NC_003197.1_prot_NP_462299.1_3300
lcl|NC_012967.1_cdsid_YP_003046919.1	lcl|NC_003197.1_prot_NP_462876.1_3874
lcl|NC_012967.1_cdsid_YP_003047076.1	lcl|NC_003197.1_prot_NP_463092.1_4090
lcl|NC_012967.1_cdsid_YP_003046113.1	lcl|NC_003197.1_prot_NP_462121.2_3121
lcl|NC_012967.1_cdsid_YP_003044093.1	lcl|NC_003197.1_prot_NP_459911.1_907
lcl|NC_012967.1_cdsid_YP_003047228.1	lcl|NC_003197.1_prot_NP_463242.1_4241
lcl|NC_012967.1_cdsid_YP_003044777.1	lcl|NC_003197.1_prot_NP_460435.1_1438
lcl|NC_012967.1_cdsid_YP_003044451.1	lcl|NC_003197.1_prot_NP_460682.1_1684
lcl|NC_012967.1_cdsid_YP_003044284.1	lcl|NC_003197.1_prot_NP_460142.1_1142
lcl|NC_012967.1_cdsid_YP_003043516.1	lcl|NC_003197.1_prot_NP_459366.1_362
lcl|NC_012967.1_cdsid_YP_003046939.1	lcl|NC_003197.1_prot_NP_462901.1_3897
lcl|NC_012967.1_cdsid_YP_003047398.1	lcl|NC_003197.1_prot_NP_463402.1_4397
lcl|NC_012967.1_cdsid_YP_003044773.1	lcl|NC_003197.1_prot_NP_460438.1_1441
lcl|NC_012967.1_cdsid_YP_003045374.1	lcl|NC_003197.1_prot_NP_461241.1_2240
lcl|NC_012967.1_cdsid_YP_003044295.1	lcl|NC_003197.1_prot_NP_460153.1_1153
lcl|NC_012967.1_cdsid_YP_003046677.1	lcl|NC_003197.1_prot_NP_462632.1_3632
lcl|NC_012967.1_cdsid_YP_003046573.1	lcl|NC_003197.1_prot_NP_462529.1_3529
lcl|NC_012967.1_cdsid_YP_003047231.1	lcl|NC_003197.1_prot_NP_463245.1_4244
lcl|NC_012967.1_cdsid_YP_003044430.1	lcl|NC_003197.1_prot_NP_460705.2_1707
lcl|NC_012967.1_cdsid_YP_003047086.1	lcl|NC_003197.1_prot_NP_463101.1_4099
lcl|NC_012967.1_cdsid_YP_003047114.1	lcl|NC_003197.1_prot_NP_463143.2_4141
lcl|NC_012967.1_cdsid_YP_003044530.1	lcl|NC_003197.1_prot_NP_460614.1_1615
lcl|NC_012967.1_cdsid_YP_003043924.1	lcl|NC_003197.1_prot_NP_459739.1_729
lcl|NC_012967.1_cdsid_YP_003045660.1	lcl|NC_003197.1_prot_NP_461579.1_2580
lcl|NC_012967.1_cdsid_YP_003045778.1	lcl|NC_003197.1_prot_NP_461836.1_2834
lcl|NC_012967.1_cdsid_YP_003043549.1	lcl|NC_003197.1_prot_NP_459369.1_365
lcl|NC_012967.1_cdsid_YP_003046225.1	lcl|NC_003197.1_prot_NP_462204.1_3204
lcl|NC_012967.1_cdsid_YP_003043985.1	lcl|NC_003197.1_prot_NP_459800.1_789
lcl|NC_012967.1_cdsid_YP_003047353.1	lcl|NC_003197.1_prot_NP_462050.1_3050
lcl|NC_012967.1_cdsid_YP_003044450.1	lcl|NC_003197.1_prot_NP_460683.1_1685
lcl|NC_012967.1_cdsid_YP_003044578.1	lcl|NC_003197.1_prot_NP_460600.3_1601
lcl|NC_012967.1_cdsid_YP_003043538.1	lcl|NC_003197.1_prot_NP_460587.1_1589
lcl|NC_012967.1_cdsid_YP_003047199.1	lcl|NC_003197.1_prot_NP_463211.1_4210
lcl|NC_012967.1_cdsid_YP_003043670.1	lcl|NC_003197.1_prot_NP_459500.1_494
lcl|NC_012967.1_cdsid_YP_003044269.1	lcl|NC_003197.1_prot_NP_460127.1_1127
lcl|NC_012967.1_cdsid_YP_003045517.1	lcl|NC_003197.1_prot_NP_461380.1_2381
lcl|NC_012967.1_cdsid_YP_003047198.1	lcl|NC_003197.1_prot_NP_463209.1_4208
lcl|NC_012967.1_cdsid_YP_003045036.1	lcl|NC_003197.1_prot_NP_460860.1_1859
lcl|NC_012967.1_cdsid_YP_003044824.1	lcl|NC_003197.1_prot_NP_460396.1_1399
lcl|NC_012967.1_cdsid_YP_003044445.1	lcl|NC_003197.1_prot_NP_460688.1_1690
lcl|NC_012967.1_cdsid_YP_003043800.1	lcl|NC_003197.1_prot_NP_459609.1_601
lcl|NC_012967.1_cdsid_YP_003043488.1	lcl|NC_003197.1_prot_NP_459555.1_547
lcl|NC_012967.1_cdsid_YP_003043553.1	lcl|NC_003197.1_prot_NP_459373.1_369
lcl|NC_012967.1_cdsid_YP_003046610.1	lcl|NC_003197.1_prot_NP_462572.1_3572
lcl|NC_012967.1_cdsid_YP_003045124.1	lcl|NC_003197.1_prot_NP_461025.1_2023
lcl|NC_012967.1_cdsid_YP_003046904.1	lcl|NC_003197.1_prot_NP_462859.1_3857
lcl|NC_012967.1_cdsid_YP_003046530.1	lcl|NC_003197.1_prot_NP_462497.1_3497
lcl|NC_012967.1_cdsid_YP_003044559.1	lcl|NC_003197.1_prot_NP_460610.1_1611
lcl|NC_012967.1_cdsid_YP_003046612.1	lcl|NC_003197.1_prot_NP_462574.1_3574
lcl|NC_012967.1_cdsid_YP_003045021.1	lcl|NC_003197.1_prot_NP_460844.1_1843
lcl|NC_012967.1_cdsid_YP_003046150.1	lcl|NC_003197.1_prot_NP_462141.1_3141
lcl|NC_012967.1_cdsid_YP_003045118.1	lcl|NC_003197.1_prot_NP_461019.1_2017
lcl|NC_012967.1_cdsid_YP_003045432.1	lcl|NC_003197.1_prot_NP_461307.1_2307
lcl|NC_012967.1_cdsid_YP_003045219.1	lcl|NC_003197.1_prot_NP_461086.1_2085
lcl|NC_012967.1_cdsid_YP_003044916.1	lcl|NC_003197.1_prot_NP_460268.1_1272
lcl|NC_012967.1_cdsid_YP_003045562.1	lcl|NC_003197.1_prot_NP_461425.2_2426
lcl|NC_012967.1_cdsid_YP_003045525.1	lcl|NC_003197.1_prot_NP_461384.2_2385
lcl|NC_012967.1_cdsid_YP_003043390.1	lcl|NC_003197.1_prot_NP_459215.1_211
lcl|NC_012967.1_cdsid_YP_003043916.1	lcl|NC_003197.1_prot_NP_459731.1_721
lcl|NC_012967.1_cdsid_YP_003045504.1	lcl|NC_003197.1_prot_NP_461364.1_2365
lcl|NC_012967.1_cdsid_YP_003046202.1	lcl|NC_003197.1_prot_NP_462180.1_3180
lcl|NC_012967.1_cdsid_YP_003045916.1	lcl|NC_003197.1_prot_NP_461962.1_2962
lcl|NC_012967.1_cdsid_YP_003047438.1	lcl|NC_003197.1_prot_NP_463456.1_4451
lcl|NC_012967.1_cdsid_YP_003047430.1	lcl|NC_003197.1_prot_NP_463440.1_4435
lcl|NC_012967.1_cdsid_YP_003043324.1	lcl|NC_003197.1_prot_NP_459137.1_133
lcl|NC_012967.1_cdsid_YP_003046122.1	lcl|NC_003197.1_prot_NP_462126.2_3126
lcl|NC_012967.1_cdsid_YP_003046486.1	lcl|NC_003197.1_prot_NP_462461.1_3461
lcl|NC_012967.1_cdsid_YP_003046398.1	lcl|NC_003197.1_prot_NP_462374.1_3375
lcl|NC_012967.1_cdsid_YP_003044754.1	lcl|NC_003197.1_prot_NP_460461.2_1464
lcl|NC_012967.1_cdsid_YP_003046761.1	lcl|NC_003197.1_prot_NP_462738.1_3736
lcl|NC_012967.1_cdsid_YP_003043560.1	lcl|NC_003197.1_prot_NP_459381.1_377
lcl|NC_012967.1_cdsid_YP_003045853.1	lcl|NC_003197.1_prot_NP_461908.1_2907
lcl|NC_012967.1_cdsid_YP_003046574.1	lcl|NC_003197.1_prot_NP_462530.1_3530
lcl|NC_012967.1_cdsid_YP_003044950.1	lcl|NC_003197.1_prot_NP_460250.1_1254
lcl|NC_012967.1_cdsid_YP_003046325.1	lcl|NC_003197.1_prot_NP_462313.1_3314
lcl|NC_012967.1_cdsid_YP_003047436.1	lcl|NC_003197.1_prot_NP_463454.1_4449
lcl|NC_012967.1_cdsid_YP_003045361.1	lcl|NC_003197.1_prot_NP_461227.1_2226
lcl|NC_012967.1_cdsid_YP_003045426.1	lcl|NC_003197.1_prot_NP_461296.1_2296
lcl|NC_012967.1_cdsid_YP_003045591.1	lcl|NC_003197.1_prot_NP_461447.1_2446
lcl|NC_012967.1_cdsid_YP_003043978.1	lcl|NC_003197.1_prot_NP_459794.1_783
lcl|NC_012967.1_cdsid_YP_003047077.1	lcl|NC_003197.1_prot_NP_463093.1_4091
lcl|NC_012967.1_cdsid_YP_003046461.1	lcl|NC_003197.1_prot_NP_462428.1_3429
lcl|NC_012967.1_cdsid_YP_003043600.1	lcl|NC_003197.1_prot_NP_459430.2_425
lcl|NC_012967.1_cdsid_YP_003046299.1	lcl|NC_003197.1_prot_NP_462290.1_3291
lcl|NC_012967.1_cdsid_YP_003046391.1	lcl|NC_003197.1_prot_NP_462367.1_3368
lcl|NC_012967.1_cdsid_YP_003044602.1	lcl|NC_003197.1_prot_NP_460563.1_1565
lcl|NC_012967.1_cdsid_YP_003046127.1	lcl|NC_003197.1_prot_NP_462132.2_3132
lcl|NC_012967.1_cdsid_YP_003045694.1	lcl|NC_003197.1_prot_NP_461615.1_2614
lcl|NC_012967.1_cdsid_YP_003046085.1	lcl|NC_003197.1_prot_NP_462094.1_3095
lcl|NC_012967.1_cdsid_YP_003044102.1	lcl|NC_003197.1_prot_NP_459919.1_915
lcl|NC_012967.1_cdsid_YP_003043436.1	lcl|NC_003197.1_prot_NP_459261.1_257
lcl|NC_012967.1_cdsid_YP_003044959.1	lcl|NC_003197.1_prot_NP_460241.1_1245
lcl|NC_012967.1_cdsid_YP_003047330.1	lcl|NC_003197.1_prot_NP_460576.1_1578
lcl|NC_012967.1_cdsid_YP_003046563.1	lcl|NC_003197.1_prot_NP_462520.1_3520
lcl|NC_012967.1_cdsid_YP_003044892.1	lcl|NC_003197.1_prot_NP_460290.1_1294
lcl|NC_012967.1_cdsid_YP_003043601.1	lcl|NC_003197.1_prot_NP_459431.2_426
lcl|NC_012967.1_cdsid_YP_003045967.1	lcl|NC_003197.1_prot_NP_462013.1_3013
lcl|NC_012967.1_cdsid_YP_003045725.1	lcl|NC_003197.1_prot_NP_461738.1_2737
lcl|NC_012967.1_cdsid_YP_003044061.1	lcl|NC_003197.1_prot_NP_461636.1_2635
lcl|NC_012967.1_cdsid_YP_003043845.1	lcl|NC_003197.1_prot_NP_459659.1_649
lcl|NC_012967.1_cdsid_YP_003046387.1	lcl|NC_003197.1_prot_NP_462362.1_3363
lcl|NC_012967.1_cdsid_YP_003044263.1	lcl|NC_003197.1_prot_NP_460121.1_1121
lcl|NC_012967.1_cdsid_YP_003045379.1	lcl|NC_003197.1_prot_NP_461246.1_2245
lcl|NC_012967.1_cdsid_YP_003046862.1	lcl|NC_003197.1_prot_NP_462835.1_3833
lcl|NC_012967.1_cdsid_YP_003045663.1	lcl|NC_003197.1_prot_NP_461582.1_2583
lcl|NC_012967.1_cdsid_YP_003044428.1	lcl|NC_003197.1_prot_NP_460708.1_1709
lcl|NC_012967.1_cdsid_YP_003045738.1	lcl|NC_003197.1_prot_NP_461750.1_2749
lcl|NC_012967.1_cdsid_YP_003044367.1	lcl|NC_003197.1_prot_NP_460770.1_1771
lcl|NC_012967.1_cdsid_YP_003045596.1	lcl|NC_003197.1_prot_NP_461457.1_2456
lcl|NC_012967.1_cdsid_YP_003044857.1	lcl|NC_003197.1_prot_NP_460329.1_1332
lcl|NC_012967.1_cdsid_YP_003045121.1	lcl|NC_003197.1_prot_NP_461022.1_2020
lcl|NC_012967.1_cdsid_YP_003044224.1	lcl|NC_003197.1_prot_NP_460091.1_1090
lcl|NC_012967.1_cdsid_YP_003045642.1	lcl|NC_003197.1_prot_NP_461503.1_2502
lcl|NC_012967.1_cdsid_YP_003047096.1	lcl|NC_003197.1_prot_NP_463111.1_4109
lcl|NC_012967.1_cdsid_YP_003046556.1	lcl|NC_003197.1_prot_NP_462513.1_3513
lcl|NC_012967.1_cdsid_YP_003044861.1	lcl|NC_003197.1_prot_NP_460324.1_1327
lcl|NC_012967.1_cdsid_YP_003043624.1	lcl|NC_003197.1_prot_NP_459453.1_447
lcl|NC_012967.1_cdsid_YP_003045063.1	lcl|NC_003197.1_prot_NP_460886.1_1884
lcl|NC_012967.1_cdsid_YP_003044347.1	lcl|NC_003197.1_prot_NP_460203.1_1205
lcl|NC_012967.1_cdsid_YP_003047408.1	lcl|NC_003197.1_prot_NP_463414.1_4409
lcl|NC_012967.1_cdsid_YP_003045398.1	lcl|NC_003197.1_prot_NP_461263.1_2262
lcl|NC_012967.1_cdsid_YP_003045431.1	lcl|NC_003197.1_prot_NP_461306.1_2306
lcl|NC_012967.1_cdsid_YP_003043282.1	lcl|NC_003197.1_prot_NP_459093.1_89
lcl|NC_012967.1_cdsid_YP_003044252.1	lcl|NC_003197.1_prot_NP_460110.1_1110
lcl|NC_012967.1_cdsid_YP_003044997.1	lcl|NC_003197.1_prot_NP_460800.1_1801
lcl|NC_012967.1_cdsid_YP_003044289.1	lcl|NC_003197.1_prot_NP_460147.1_1147
lcl|NC_012967.1_cdsid_YP_003046557.1	lcl|NC_003197.1_prot_NP_462514.1_3514
lcl|NC_012967.1_cdsid_YP_003044782.1	lcl|NC_003197.1_prot_NP_460428.1_1431
lcl|NC_012967.1_cdsid_YP_003044479.1	lcl|NC_003197.1_prot_NP_460653.1_1654
lcl|NC_012967.1_cdsid_YP_003046341.1	lcl|NC_003197.1_prot_NP_462329.1_3330
lcl|NC_012967.1_cdsid_YP_003044399.1	lcl|NC_003197.1_prot_NP_460734.1_1735
lcl|NC_012967.1_cdsid_YP_003046228.1	lcl|NC_003197.1_prot_NP_462207.1_3207
lcl|NC_012967.1_cdsid_YP_003045599.1	lcl|NC_003197.1_prot_NP_461460.1_2459
lcl|NC_012967.1_cdsid_YP_003045256.1	lcl|NC_003197.1_prot_NP_461112.1_2111
lcl|NC_012967.1_cdsid_YP_003044699.1	lcl|NC_003197.1_prot_NP_460474.1_1476
lcl|NC_012967.1_cdsid_YP_003043388.1	lcl|NC_003197.1_prot_NP_459213.1_209
lcl|NC_012967.1_cdsid_YP_003047428.1	lcl|NC_003197.1_prot_NP_463438.2_4433
lcl|NC_012967.1_cdsid_YP_003044318.1	lcl|NC_003197.1_prot_NP_460176.1_1178
lcl|NC_012967.1_cdsid_YP_003045301.1	lcl|NC_003197.1_prot_NP_461161.1_2160
lcl|NC_012967.1_cdsid_YP_003045561.1	lcl|NC_003197.1_prot_NP_461424.1_2425
lcl|NC_012967.1_cdsid_YP_003043629.1	lcl|NC_003197.1_prot_NP_459459.1_453
lcl|NC_012967.1_cdsid_YP_003043876.1	lcl|NC_003197.1_prot_NP_459693.1_683
lcl|NC_012967.1_cdsid_YP_003045090.1	lcl|NC_003197.1_prot_NP_460956.1_1954
lcl|NC_012967.1_cdsid_YP_003044394.1	lcl|NC_003197.1_prot_NP_460739.2_1740
lcl|NC_012967.1_cdsid_YP_003047161.1	lcl|NC_003197.1_prot_NP_463163.1_4161
lcl|NC_012967.1_cdsid_YP_003045173.1	lcl|NC_003197.1_prot_NP_461071.1_2069
lcl|NC_012967.1_cdsid_YP_003044851.1	lcl|NC_003197.1_prot_NP_460336.1_1339
lcl|NC_012967.1_cdsid_YP_003045166.1	lcl|NC_003197.1_prot_NP_461067.1_2065
lcl|NC_012967.1_cdsid_YP_003045112.1	lcl|NC_003197.1_prot_NP_461014.1_2012
lcl|NC_012967.1_cdsid_YP_003046446.1	lcl|NC_003197.1_prot_NP_462410.1_3411
lcl|NC_012967.1_cdsid_YP_003043289.1	lcl|NC_003197.1_prot_NP_459100.1_96
lcl|NC_012967.1_cdsid_YP_003047087.1	lcl|NC_003197.1_prot_NP_463102.1_4100
lcl|NC_012967.1_cdsid_YP_003046673.1	lcl|NC_003197.1_prot_NP_462628.1_3628
lcl|NC_012967.1_cdsid_YP_003046176.1	lcl|NC_003197.1_prot_NP_462162.1_3162
